,Unnamed: 0,team,color,alt_color,logos,id,jersey,name,position,height,weight,year
1692,1692,UNC Wilmington,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5106732.0,5,Noah Ross,G,79,210,3
1697,1697,Drexel,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4700880.0,23,Yame Butler,G,77,210,4
1699,1699,Drexel,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5106739.0,11,Jason Drake,G,74,195,3
1702,1702,Drexel,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5105782.0,15,Cole Hargrove,F,80,250,3
1703,1703,Drexel,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5105779.0,5,Kobe MaGee,G,78,205,3
1704,1704,Drexel,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5108105.0,1,Victor Panov,F,79,235,3
1709,1709,VCU,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5061581.0,9,Luke Bamgboye,F,82,200,1
1710,1710,VCU,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4432537.0,22,Joe Bamisile,G,76,200,4
1714,1714,VCU,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4397152.0,4,Jack Clark,F,82,215,4
1720,1720,VCU,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4701120.0,1,Phillip Russell,G,72,180,4
1721,1721,VCU,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4701992.0,11,Max Shulga,G,77,210,4
1722,1722,George Mason,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4700870.0,10,Zach Anderson,F,79,205,4
1728,1728,George Mason,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4709151.0,11,Jalen Haynes,F,80,260,4
1730,1730,George Mason,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4432257.0,13,Darius Maddox,G,77,175,4
1731,1731,George Mason,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],4601285.0,2,Woody Newton,G,81,200,4
1732,1732,George Mason,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],5107269.0,4,Brayden O'Connor,G,76,207,3
1738,1738,Old Dominion,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",4700864.0,23,R.J. Blakney,F,78,210,4
1740,1740,Old Dominion,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",5174612.0,4,Robert Davis Jr.,G,78,185,2
1742,1742,Old Dominion,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",4713089.0,6,Sean Durugordon,G,78,216,3
1747,1747,Old Dominion,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",5240616.0,10,Jaden Johnson,G,74,206,1
1754,1754,Old Dominion,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",5106791.0,0,Stephaun Walker,F,79,216,3
1759,1759,Delaware,#033594,#e8ce31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",4684155.0,2,John Camden,F,80,220,4
1765,1765,Delaware,#033594,#e8ce31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",4565449.0,4,Niels Lane,G,77,215,4
1769,1769,Delaware,#033594,#e8ce31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",5239617.0,1,Izaiah Pasha,G,76,190,1
1770,1770,Delaware,#033594,#e8ce31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",5105771.0,3,Cavan Reilly,G,76,188,3
1771,1771,Delaware,#033594,#e8ce31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",5239621.0,20,Erik Timko,G,77,200,4
1773,1773,James Madison,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",5107222.0,1,Xavier Brown,G,74,183,3
1776,1776,James Madison,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",4432988.0,0,Mark Freeman,G,71,170,4
1778,1778,James Madison,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",4433161.0,4,Elijah Hutchins-Everett,C,83,260,4
1783,1783,James Madison,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",5177359.0,3,Eddie Ricks III,F,79,217,2
1785,1785,James Madison,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",5107626.0,21,AJ Smith,G,78,225,3
1789,1789,William & Mary,#103217,#f6b220,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png']",4702970.0,24,Keller Boothby,F,79,210,4
1791,1791,William & Mary,#103217,#f6b220,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png']",4432204.0,5,Noah Collier,F,80,220,4
1793,1793,William & Mary,#103217,#f6b220,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png']",4683639.0,21,Gabe Dorsey,G,78,215,4
